ASIN Buyability Flag,asin_status,CVR%,revenue,asp,units,gv,Images #,Videos #,Has A+ Content,Buybox Winner,Average Rating,Number of Ratings,bb_price,Ad CTR%,Ad CVR%,bsr,brand,Ad CPC$,ASIN (Description),Update Type,Sold By Amazon,Has Coupon?,Has Store Link?,In Stock Today?,category,Sellable On Hand Units,asin,date,Ad Cost,Ad Sales,Ad Clicks,Ad Impressions,Ad Conversions
In Stock,FD,0.6940000000000001,238.0,6.99,34.0,49.0,6.0,0.0,True,,4.2,882.0,6.99,0.004739336492890996,0.75,39.0,Fresh Step,0.73,B08FBHG7BW (Fresh Step Litter Box Deodorizing Gel Beads - Lavender scent),[],True,True,True,True,Litter Accessories,3916.0,B08FBHG7BW,2025-07-11,2.92,25.64,4.0,844.0,3.0
In Stock,FD,0.7170000000000001,231.0,6.99,33.0,46.0,6.0,0.0,True,,4.2,882.0,6.99,0.006693440428380187,0.4,39.0,Fresh Step,0.686,B08FBHG7BW (Fresh Step Litter Box Deodorizing Gel Beads - Lavender scent),[],True,True,True,True,Litter Accessories,3941.0,B08FBHG7BW,2025-07-10,3.43,14.97,5.0,747.0,2.0
In Stock,FD,0.46,161.0,6.99,23.0,50.0,6.0,0.0,True,,4.2,881.0,6.99,0.0,,38.0,Fresh Step,,B08FBHG7BW (Fresh Step Litter Box Deodorizing Gel Beads - Lavender scent),[],True,True,True,True,Litter Accessories,3956.0,B08FBHG7BW,2025-07-09,0.0,0.0,0.0,278.0,0.0
In Stock,FD,0.8,280.0,6.99,40.0,50.0,6.0,0.0,True,,4.2,882.0,6.99,0.004433497536945813,0.3333333333333333,38.0,Fresh Step,0.67,B08FBHG7BW (Fresh Step Litter Box Deodorizing Gel Beads - Lavender scent),[],True,True,True,True,Litter Accessories,3991.0,B08FBHG7BW,2025-07-08,6.03,18.65,9.0,2030.0,3.0
In Stock,FD,0.469,210.0,6.99,30.0,64.0,6.0,0.0,True,,4.2,880.0,6.99,0.004761904761904762,0.5,40.0,Fresh Step,0.74,B08FBHG7BW (Fresh Step Litter Box Deodorizing Gel Beads - Lavender scent),[],True,True,True,True,Litter Accessories,4043.0,B08FBHG7BW,2025-07-07,1.48,13.98,2.0,420.0,1.0
In Stock,FD,0.328,154.0,7.0,22.0,67.0,6.0,0.0,True,,4.2,880.0,6.99,0.00564516129032258,0.4285714285714285,37.0,Fresh Step,0.8014285714285715,B08FBHG7BW (Fresh Step Litter Box Deodorizing Gel Beads - Lavender scent),[],True,True,True,True,Litter Accessories,4068.0,B08FBHG7BW,2025-07-06,5.61,29.76,7.0,1240.0,3.0
In Stock,FD,0.217,70.0,6.99,10.0,46.0,6.0,0.0,True,,4.2,880.0,6.99,0.01035375323554789,0.1666666666666667,40.0,Fresh Step,0.6866666666666666,B08FBHG7BW (Fresh Step Litter Box Deodorizing Gel Beads - Lavender scent),[],True,True,True,True,Litter Accessories,4092.0,B08FBHG7BW,2025-07-05,8.24,44.19,12.0,1159.0,2.0
In Stock,FD,0.792,265.0,6.98,38.0,48.0,6.0,0.0,True,,4.2,880.0,6.99,0.002724795640326975,0.6,41.0,Fresh Step,0.732,B08FBHG7BW (Fresh Step Litter Box Deodorizing Gel Beads - Lavender scent),[],True,True,True,True,Litter Accessories,4136.0,B08FBHG7BW,2025-07-04,3.66,48.93,5.0,1835.0,3.0
In Stock,FD,0.375,147.0,6.99,21.0,56.0,6.0,0.0,True,,4.2,880.0,6.99,0.004524886877828055,0.0,41.0,Fresh Step,0.7128571428571429,B08FBHG7BW (Fresh Step Litter Box Deodorizing Gel Beads - Lavender scent),[],True,True,True,True,Litter Accessories,4139.0,B08FBHG7BW,2025-07-03,4.99,0.0,7.0,1547.0,0.0
In Stock,FD,0.486,126.0,6.99,18.0,37.0,6.0,0.0,True,,4.2,880.0,6.99,,,42.0,Fresh Step,,B08FBHG7BW (Fresh Step Litter Box Deodorizing Gel Beads - Lavender scent),[],True,True,True,True,Litter Accessories,4158.0,B08FBHG7BW,2025-07-02,0.0,0.0,0.0,0.0,0.0
