ASIN Buyability Flag,asin_status,CVR%,revenue,asp,units,gv,Images #,Videos #,Has A+ Content,Buybox Winner,Average Rating,Number of Ratings,bb_price,Ad CTR%,Ad CVR%,bsr,brand,Ad CPC$,ASIN (Description),Update Type,Sold By Amazon,Has Coupon?,Has Store Link?,In Stock Today?,category,Sellable On Hand Units,asin,date,Ad Cost,Ad Sales,Ad Clicks,Ad Impressions,Ad Conversions
In Stock,FD,0.0,,,,2.0,5.0,0.0,True,,4.6,241.0,17.16,,,455.0,Harry Potter,,B09TWQ4XPX (Harry Potter: Ravenclaw Pet T-Shirt - Large),[],True,False,True,True,Apparel,12.0,B09TWQ4XPX,2026-01-29,,,,,
In Stock,FD,0.0,,,,2.0,5.0,0.0,True,,4.6,241.0,17.16,,,350.0,Harry Potter,,B09TWQ4XPX (Harry Potter: Ravenclaw Pet T-Shirt - Large),[],True,False,True,True,Apparel,12.0,B09TWQ4XPX,2026-01-28,,,,,
In Stock,FD,,,,,,5.0,0.0,True,,4.6,241.0,17.16,,,322.0,Harry Potter,,B09TWQ4XPX (Harry Potter: Ravenclaw Pet T-Shirt - Large),[],True,False,True,True,Apparel,12.0,B09TWQ4XPX,2026-01-27,,,,,
In Stock,FD,,,,,,5.0,0.0,True,,4.6,241.0,17.17,,,327.0,Harry Potter,,B09TWQ4XPX (Harry Potter: Ravenclaw Pet T-Shirt - Large),[],True,False,True,True,Apparel,11.0,B09TWQ4XPX,2026-01-26,,,,,
In Stock,FD,0.0,,,,2.0,5.0,0.0,True,,4.6,241.0,17.06,,,469.0,Harry Potter,,B09TWQ4XPX (Harry Potter: Ravenclaw Pet T-Shirt - Large),[],True,False,True,True,Apparel,11.0,B09TWQ4XPX,2026-01-25,,,,,
In Stock,FD,0.0,,,,5.0,5.0,0.0,True,,4.6,240.0,17.06,,,357.0,Harry Potter,,B09TWQ4XPX (Harry Potter: Ravenclaw Pet T-Shirt - Large),[],True,False,True,True,Apparel,11.0,B09TWQ4XPX,2026-01-24,,,,,
In Stock,FD,0.0,,,,2.0,5.0,0.0,True,,4.6,239.0,17.06,,,588.0,Harry Potter,,B09TWQ4XPX (Harry Potter: Ravenclaw Pet T-Shirt - Large),[],True,False,True,True,Apparel,11.0,B09TWQ4XPX,2026-01-23,,,,,
In Stock,FD,0.0,,,,2.0,5.0,0.0,True,,4.6,239.0,17.06,,,515.0,Harry Potter,,B09TWQ4XPX (Harry Potter: Ravenclaw Pet T-Shirt - Large),[],True,False,True,True,Apparel,11.0,B09TWQ4XPX,2026-01-22,,,,,
In Stock,FD,,,,,,5.0,0.0,True,,4.6,239.0,16.8,,,436.0,Harry Potter,,B09TWQ4XPX (Harry Potter: Ravenclaw Pet T-Shirt - Large),[],True,False,True,True,Apparel,11.0,B09TWQ4XPX,2026-01-21,,,,,
In Stock,FD,,,,,,5.0,0.0,True,,4.6,239.0,17.0,,,429.0,Harry Potter,,B09TWQ4XPX (Harry Potter: Ravenclaw Pet T-Shirt - Large),[],True,False,True,True,Apparel,12.0,B09TWQ4XPX,2026-01-20,,,,,
In Stock,FD,,0.0,,0.0,,5.0,0.0,True,,4.6,239.0,17.0,,,325.0,Harry Potter,,B09TWQ4XPX (Harry Potter: Ravenclaw Pet T-Shirt - Large),[],True,False,True,True,Apparel,11.0,B09TWQ4XPX,2026-01-19,,,,,
In Stock,FD,0.0,0.0,,0.0,2.0,5.0,0.0,True,,4.6,239.0,9.0,,,413.0,Harry Potter,,B09TWQ4XPX (Harry Potter: Ravenclaw Pet T-Shirt - Large),[],True,False,True,True,Apparel,12.0,B09TWQ4XPX,2026-01-18,,,,,
In Stock,FD,0.333,9.0,9.0,1.0,3.0,5.0,0.0,True,,4.6,239.0,9.0,,,405.0,Harry Potter,,B09TWQ4XPX (Harry Potter: Ravenclaw Pet T-Shirt - Large),[],True,False,True,True,Apparel,13.0,B09TWQ4XPX,2026-01-17,,,,,
