ASIN Buyability Flag,asin_status,CVR%,revenue,asp,units,gv,Images #,Videos #,Has A+ Content,Buybox Winner,Average Rating,Number of Ratings,bb_price,Ad CTR%,Ad CVR%,bsr,brand,Ad CPC$,ASIN (Description),Update Type,Sold By Amazon,Has Coupon?,Has Store Link?,In Stock Today?,category,Sellable On Hand Units,asin,date,Ad Cost,Ad Sales,Ad Clicks,Ad Impressions,Ad Conversions
In Stock,ACTIVE: PROMO,0.261,114.0,9.51,12.0,46.0,6.0,0.0,True,,4.7,97.0,9.5,,,1125.0,Glad,,"B0CN7976ZT (Glad Fall - 10""  Round Paper Plates , 58ct - Referee)",[],True,False,True,True,Disposable Tabletop,896.0,B0CN7976ZT,2025-12-10,,,,,
In Stock,ACTIVE: PROMO,0.219,67.0,9.5,7.0,32.0,6.0,0.0,True,,4.7,95.0,9.5,,,1243.0,Glad,,"B0CN7976ZT (Glad Fall - 10""  Round Paper Plates , 58ct - Referee)",[],True,False,True,True,Disposable Tabletop,951.0,B0CN7976ZT,2025-12-09,,,,,
In Stock,ACTIVE: PROMO,0.333,123.0,9.48,13.0,39.0,6.0,0.0,True,,4.7,95.0,9.44,,,1142.0,Glad,,"B0CN7976ZT (Glad Fall - 10""  Round Paper Plates , 58ct - Referee)",[],True,False,True,True,Disposable Tabletop,1015.0,B0CN7976ZT,2025-12-08,,,,,
In Stock,ACTIVE: PROMO,0.206,66.0,9.44,7.0,34.0,6.0,0.0,True,,4.7,95.0,9.46,,,1271.0,Glad,,"B0CN7976ZT (Glad Fall - 10""  Round Paper Plates , 58ct - Referee)",[],True,False,True,True,Disposable Tabletop,964.0,B0CN7976ZT,2025-12-07,,,,,
In Stock,ACTIVE: PROMO,0.205,76.0,9.46,8.0,39.0,6.0,0.0,True,,4.7,94.0,9.46,,,1223.0,Glad,,"B0CN7976ZT (Glad Fall - 10""  Round Paper Plates , 58ct - Referee)",[],True,False,True,True,Disposable Tabletop,972.0,B0CN7976ZT,2025-12-06,,,,,
In Stock,ACTIVE: PROMO,0.148,38.0,9.46,4.0,27.0,6.0,0.0,True,,4.7,94.0,9.46,,,1235.0,Glad,,"B0CN7976ZT (Glad Fall - 10""  Round Paper Plates , 58ct - Referee)",[],True,False,True,True,Disposable Tabletop,961.0,B0CN7976ZT,2025-12-05,,,,,
In Stock,ACTIVE: PROMO,0.348,76.0,9.45,8.0,23.0,6.0,0.0,True,,4.7,92.0,9.64,,,1204.0,Glad,,"B0CN7976ZT (Glad Fall - 10""  Round Paper Plates , 58ct - Referee)",[],True,False,True,True,Disposable Tabletop,983.0,B0CN7976ZT,2025-12-04,,,,,
In Stock,ACTIVE: PROMO,0.227,48.0,9.64,5.0,22.0,6.0,0.0,True,,4.7,92.0,9.64,,,1228.0,Glad,,"B0CN7976ZT (Glad Fall - 10""  Round Paper Plates , 58ct - Referee)",[],True,False,True,True,Disposable Tabletop,880.0,B0CN7976ZT,2025-12-03,,,,,
In Stock,ACTIVE: PROMO,0.162,58.0,9.66,6.0,37.0,6.0,0.0,True,,4.7,92.0,9.66,,,1224.0,Glad,,"B0CN7976ZT (Glad Fall - 10""  Round Paper Plates , 58ct - Referee)",[],True,False,True,True,Disposable Tabletop,881.0,B0CN7976ZT,2025-12-02,,,,,
In Stock,ACTIVE: PROMO,0.258,77.0,9.66,8.0,31.0,6.0,0.0,True,,4.7,92.0,9.66,,,1240.0,Glad,,"B0CN7976ZT (Glad Fall - 10""  Round Paper Plates , 58ct - Referee)",[],True,False,True,True,Disposable Tabletop,872.0,B0CN7976ZT,2025-12-01,,,,,
In Stock,ACTIVE: PROMO,0.192,48.0,9.68,5.0,26.0,6.0,0.0,True,,4.7,92.0,9.68,,,1096.0,Glad,,"B0CN7976ZT (Glad Fall - 10""  Round Paper Plates , 58ct - Referee)",[],True,False,True,True,Disposable Tabletop,851.0,B0CN7976ZT,2025-11-30,,,,,
In Stock,ACTIVE: PROMO,0.118,19.0,9.68,2.0,17.0,6.0,0.0,True,,4.7,92.0,9.68,,,1059.0,Glad,,"B0CN7976ZT (Glad Fall - 10""  Round Paper Plates , 58ct - Referee)",[],True,False,True,True,Disposable Tabletop,835.0,B0CN7976ZT,2025-11-29,,,,,
In Stock,ACTIVE: PROMO,0.313,48.0,9.68,5.0,16.0,6.0,0.0,True,,4.7,90.0,9.68,,,1112.0,Glad,,"B0CN7976ZT (Glad Fall - 10""  Round Paper Plates , 58ct - Referee)",[],True,False,True,True,Disposable Tabletop,842.0,B0CN7976ZT,2025-11-28,,,,,
In Stock,ACTIVE: PROMO,0.375,29.0,9.68,3.0,8.0,6.0,0.0,True,,4.7,90.0,9.57,,,1065.0,Glad,,"B0CN7976ZT (Glad Fall - 10""  Round Paper Plates , 58ct - Referee)",[],True,False,True,True,Disposable Tabletop,769.0,B0CN7976ZT,2025-11-27,,,,,
In Stock,ACTIVE: PROMO,0.227,48.0,9.57,5.0,22.0,6.0,0.0,True,,4.7,90.0,9.57,,,1065.0,Glad,,"B0CN7976ZT (Glad Fall - 10""  Round Paper Plates , 58ct - Referee)",[],True,False,True,True,Disposable Tabletop,699.0,B0CN7976ZT,2025-11-26,,,,,
In Stock,ACTIVE: PROMO,0.206,67.0,9.56,7.0,34.0,6.0,0.0,True,,4.7,90.0,9.57,,,1130.0,Glad,,"B0CN7976ZT (Glad Fall - 10""  Round Paper Plates , 58ct - Referee)",[],True,False,True,True,Disposable Tabletop,736.0,B0CN7976ZT,2025-11-25,,,,,
In Stock,ACTIVE: PROMO,0.404,181.0,9.55,19.0,47.0,6.0,0.0,True,,4.7,89.0,9.55,,,1100.0,Glad,,"B0CN7976ZT (Glad Fall - 10""  Round Paper Plates , 58ct - Referee)",[],True,False,True,True,Disposable Tabletop,718.0,B0CN7976ZT,2025-11-24,,,,,
In Stock,ACTIVE: PROMO,0.196,86.0,9.54,9.0,46.0,6.0,0.0,True,,4.7,89.0,9.54,,,1046.0,Glad,,"B0CN7976ZT (Glad Fall - 10""  Round Paper Plates , 58ct - Referee)",[],True,False,True,True,Disposable Tabletop,562.0,B0CN7976ZT,2025-11-23,,,,,
In Stock,ACTIVE: PROMO,0.154,57.0,9.54,6.0,39.0,6.0,0.0,True,,4.7,88.0,9.52,,,898.0,Glad,,"B0CN7976ZT (Glad Fall - 10""  Round Paper Plates , 58ct - Referee)",[],True,False,True,True,Disposable Tabletop,581.0,B0CN7976ZT,2025-11-22,,,,,
