ASIN Buyability Flag,asin_status,CVR%,revenue,asp,units,gv,Images #,Videos #,Has A+ Content,Buybox Winner,Average Rating,Number of Ratings,bb_price,Ad CTR%,Ad CVR%,bsr,brand,Ad CPC$,ASIN (Description),Update Type,Sold By Amazon,Has Coupon?,Has Store Link?,In Stock Today?,category,Sellable On Hand Units,asin,date,Ad Cost,Ad Sales,Ad Clicks,Ad Impressions,Ad Conversions
In Stock,ACTIVE,0.5710000000000001,144.0,36.07,4.0,7.0,8.0,9.0,True,,4.5,4340.0,36.1,,,25.0,Wet Ones,,B08P24MGH4 (Wet Ones Deodorizing Wipe for Dogs - 50 ct Canister PCS12),[],True,True,True,True,Grooming,23.0,B08P24MGH4,2025-05-16,,,,,
In Stock,ACTIVE,0.0,0.0,,0.0,9.0,8.0,9.0,True,,4.5,4337.0,36.03,,,26.0,Wet Ones,,B08P24MGH4 (Wet Ones Deodorizing Wipe for Dogs - 50 ct Canister PCS12),[],True,True,True,True,Grooming,24.0,B08P24MGH4,2025-05-15,,,,,
In Stock,ACTIVE,0.333,36.0,36.03,1.0,3.0,8.0,9.0,True,,4.5,4337.0,36.13,,,26.0,Wet Ones,,B08P24MGH4 (Wet Ones Deodorizing Wipe for Dogs - 50 ct Canister PCS12),[],True,True,True,True,Grooming,26.0,B08P24MGH4,2025-05-14,,,,,
In Stock,ACTIVE,0.25,36.0,36.13,1.0,4.0,8.0,9.0,True,,4.5,4337.0,36.04,,,28.0,Wet Ones,,B08P24MGH4 (Wet Ones Deodorizing Wipe for Dogs - 50 ct Canister PCS12),[],True,True,True,False,Grooming,27.0,B08P24MGH4,2025-05-13,,,,,
In Stock,ACTIVE,0.333,36.0,36.05,1.0,3.0,8.0,9.0,True,,4.5,4338.0,36.05,,,28.0,Wet Ones,,B08P24MGH4 (Wet Ones Deodorizing Wipe for Dogs - 50 ct Canister PCS12),[],True,True,True,False,Grooming,28.0,B08P24MGH4,2025-05-12,,,,,
In Stock,ACTIVE,0.0,0.0,,0.0,5.0,8.0,9.0,True,,4.5,4338.0,36.99,,,31.0,Wet Ones,,B08P24MGH4 (Wet Ones Deodorizing Wipe for Dogs - 50 ct Canister PCS12),[],True,True,True,False,Grooming,27.0,B08P24MGH4,2025-05-11,,,,,
In Stock,ACTIVE,0.333,80.0,40.18,2.0,6.0,8.0,9.0,True,,4.5,4338.0,37.04,,,30.0,Wet Ones,,B08P24MGH4 (Wet Ones Deodorizing Wipe for Dogs - 50 ct Canister PCS12),[],True,True,True,False,Grooming,28.0,B08P24MGH4,2025-05-10,,,,,
In Stock,ACTIVE,0.5,74.0,37.04,2.0,4.0,8.0,9.0,True,,4.5,4338.0,36.88,,,29.0,Wet Ones,,B08P24MGH4 (Wet Ones Deodorizing Wipe for Dogs - 50 ct Canister PCS12),[],True,True,True,False,Grooming,30.0,B08P24MGH4,2025-05-09,,,,,
In Stock,ACTIVE,0.0,0.0,,0.0,2.0,8.0,9.0,True,,4.5,4337.0,36.87,,,27.0,Wet Ones,,B08P24MGH4 (Wet Ones Deodorizing Wipe for Dogs - 50 ct Canister PCS12),[],True,True,True,False,Grooming,28.0,B08P24MGH4,2025-05-08,,,,,
In Stock,ACTIVE,,,,,,6.0,0.0,True,,4.6,3071.0,14.52,,,68.0,Wet Ones,,"B08P24QXS9 (Wet Ones Eye, Ear & Snout Wipe for Dogs - 30 ct pouch pouch (8pc PDQ) PCS8)",[],True,True,True,True,Grooming,,B08P24QXS9,2026-05-15,,,,,
