ASIN Buyability Flag,asin_status,CVR%,revenue,asp,units,gv,Images #,Videos #,Has A+ Content,Buybox Winner,Average Rating,Number of Ratings,bb_price,Ad CTR%,Ad CVR%,bsr,brand,Ad CPC$,ASIN (Description),Update Type,Sold By Amazon,Has Coupon?,Has Store Link?,In Stock Today?,category,Sellable On Hand Units,asin,date,Ad Cost,Ad Sales,Ad Clicks,Ad Impressions,Ad Conversions
Short Term OOS,ACTIVE,,,,,,0.0,0.0,False,,,,12.99,,,,Arm & Hammer,,B0FHY2J62X (Arm & Hammer: Simply Glam Comb Dog (Sweet Apple & Rose)),[],True,False,True,False,Grooming Tools,,B0FHY2J62X,2025-07-20,,,,,
,,,,,,,,,False,,,,,,,,Arm & Hammer,,B0FHY2J62X (Arm & Hammer: Simply Glam Comb Dog (Sweet Apple & Rose)),[],False,False,False,False,Grooming Tools,,B0FHY2J62X,2025-07-19,,,,,
,,,,,,0.0,,,False,,,,,,,,Arm & Hammer,,B0FHY2J62X (Arm & Hammer: Simply Glam Comb Dog (Sweet Apple & Rose)),[],False,False,False,False,Grooming Tools,,B0FHY2J62X,2025-07-18,,,,,
,,,,,,,,,False,,,,,,,,Arm & Hammer,,B0FHY2J62X (Arm & Hammer: Simply Glam Comb Dog (Sweet Apple & Rose)),[],False,False,False,False,Grooming Tools,,B0FHY2J62X,2025-07-17,,,,,
In Stock,ACTIVE,,,,,,7.0,0.0,False,,4.8,9.0,15.71,,,294.0,Arm & Hammer,,B0FHY55R8J (Arm & Hammer: Simply Calm Self Cleaning Slicker Brush (Sweet Lily & Vanilla)),[],True,False,True,True,Grooming Tools,,B0FHY55R8J,2026-05-15,,,,,
In Stock,ACTIVE,,0.0,,0.0,,7.0,0.0,False,,4.8,9.0,15.71,,,240.0,Arm & Hammer,,B0FHY55R8J (Arm & Hammer: Simply Calm Self Cleaning Slicker Brush (Sweet Lily & Vanilla)),[],True,False,True,True,Grooming Tools,,B0FHY55R8J,2026-05-14,,,,,
In Stock,ACTIVE,,0.0,,0.0,,7.0,0.0,False,,4.8,9.0,15.72,,,205.0,Arm & Hammer,,B0FHY55R8J (Arm & Hammer: Simply Calm Self Cleaning Slicker Brush (Sweet Lily & Vanilla)),[],True,False,True,True,Grooming Tools,,B0FHY55R8J,2026-05-13,,,,,
In Stock,ACTIVE,,0.0,,0.0,,7.0,0.0,False,,4.8,9.0,15.99,,,213.0,Arm & Hammer,,B0FHY55R8J (Arm & Hammer: Simply Calm Self Cleaning Slicker Brush (Sweet Lily & Vanilla)),[],True,False,True,True,Grooming Tools,,B0FHY55R8J,2026-05-12,,,,,
In Stock,ACTIVE,0.0,0.0,,0.0,4.0,7.0,0.0,False,,4.8,9.0,15.99,,,213.0,Arm & Hammer,,B0FHY55R8J (Arm & Hammer: Simply Calm Self Cleaning Slicker Brush (Sweet Lily & Vanilla)),[],True,False,True,True,Grooming Tools,48.0,B0FHY55R8J,2026-05-11,,,,,
In Stock,ACTIVE,0.0,0.0,,0.0,3.0,7.0,0.0,False,,4.8,9.0,15.99,,,227.0,Arm & Hammer,,B0FHY55R8J (Arm & Hammer: Simply Calm Self Cleaning Slicker Brush (Sweet Lily & Vanilla)),[],True,False,True,True,Grooming Tools,49.0,B0FHY55R8J,2026-05-10,,,,,
