ASIN Buyability Flag,asin_status,CVR%,revenue,asp,units,gv,Images #,Videos #,Has A+ Content,Buybox Winner,Average Rating,Number of Ratings,bb_price,Ad CTR%,Ad CVR%,bsr,brand,Ad CPC$,ASIN (Description),Update Type,Sold By Amazon,Has Coupon?,Has Store Link?,In Stock Today?,category,Sellable On Hand Units,asin,date,Ad Cost,Ad Sales,Ad Clicks,Ad Impressions,Ad Conversions
In Stock,ACTIVE,0.946,1482.0,4.99,297.0,314.0,5.0,0.0,True,,4.7,3375.0,4.99,,,3.0,Glad,,"B0CK8PGTHB (Glad - Plastic Forks, 70ct - Clear)",[],True,False,True,True,Disposable Tabletop,8146.0,B0CK8PGTHB,2026-05-10,,,,,
Not Buyable,ACTIVE,1.034,1662.0,4.99,333.0,322.0,,,False,,,,,,,3.0,Glad,,"B0CK8PGTHB (Glad - Plastic Forks, 70ct - Clear)",[],False,False,False,True,Disposable Tabletop,8214.0,B0CK8PGTHB,2026-05-09,,,,,
In Stock,ACTIVE,1.163,1962.0,5.0,392.0,337.0,5.0,0.0,True,,4.7,3390.0,4.99,,,3.0,Glad,,"B0CK8PGTHB (Glad - Plastic Forks, 70ct - Clear)",[],True,False,True,True,Disposable Tabletop,8204.0,B0CK8PGTHB,2026-05-08,,,,,
In Stock,ACTIVE,1.007,2249.0,4.99,451.0,448.0,5.0,0.0,True,,4.7,3355.0,4.99,,,3.0,Glad,,"B0CK8PGTHB (Glad - Plastic Forks, 70ct - Clear)",[],True,False,True,True,Disposable Tabletop,8116.0,B0CK8PGTHB,2026-05-07,0.0,0.0,0.0,0.0,0.0
In Stock,ACTIVE,1.11,2264.0,4.99,454.0,409.0,5.0,0.0,True,,4.7,3348.0,4.99,0.0,,3.0,Glad,,"B0CK8PGTHB (Glad - Plastic Forks, 70ct - Clear)",[],True,False,True,True,Disposable Tabletop,7898.0,B0CK8PGTHB,2026-05-06,0.0,0.0,0.0,1.0,0.0
In Stock,ACTIVE,1.249,2130.0,4.99,427.0,342.0,5.0,0.0,True,,4.6,3369.0,4.99,,,3.0,Glad,,"B0CK8PGTHB (Glad - Plastic Forks, 70ct - Clear)",[],True,False,True,True,Disposable Tabletop,7346.0,B0CK8PGTHB,2026-05-05,0.0,0.0,0.0,0.0,0.0
In Stock,ACTIVE,1.092,2134.0,4.99,428.0,392.0,5.0,0.0,True,,4.6,3369.0,4.99,0.0,,3.0,Glad,,"B0CK8PGTHB (Glad - Plastic Forks, 70ct - Clear)",[],True,False,True,True,Disposable Tabletop,8538.0,B0CK8PGTHB,2026-05-04,0.0,0.0,0.0,2.0,0.0
In Stock,ACTIVE,0.9,1891.0,4.99,379.0,421.0,5.0,0.0,True,,4.6,3367.0,4.99,,,3.0,Glad,,"B0CK8PGTHB (Glad - Plastic Forks, 70ct - Clear)",[],True,False,True,True,Disposable Tabletop,6963.0,B0CK8PGTHB,2026-05-03,0.0,0.0,0.0,0.0,0.0
In Stock,ACTIVE,0.897,1477.0,4.99,296.0,330.0,5.0,0.0,True,,4.7,3366.0,4.99,,,3.0,Glad,,"B0CK8PGTHB (Glad - Plastic Forks, 70ct - Clear)",[],True,False,True,True,Disposable Tabletop,7163.0,B0CK8PGTHB,2026-05-02,0.0,0.0,0.0,0.0,0.0
In Stock,ACTIVE,1.089,1701.0,4.99,341.0,313.0,5.0,0.0,True,,4.7,3363.0,4.99,,,3.0,Glad,,"B0CK8PGTHB (Glad - Plastic Forks, 70ct - Clear)",[],True,False,True,True,Disposable Tabletop,6841.0,B0CK8PGTHB,2026-05-01,0.0,0.0,0.0,0.0,0.0
