ASIN Buyability Flag,asin_status,CVR%,revenue,asp,units,gv,Images #,Videos #,Has A+ Content,Buybox Winner,Average Rating,Number of Ratings,bb_price,Ad CTR%,Ad CVR%,bsr,brand,Ad CPC$,ASIN (Description),Update Type,Sold By Amazon,Has Coupon?,Has Store Link?,In Stock Today?,category,Sellable On Hand Units,asin,date,Ad Cost,Ad Sales,Ad Clicks,Ad Impressions,Ad Conversions
In Stock,ACTIVE,0.286,128.0,9.11,14.0,49.0,5.0,0.0,True,,4.6,553.0,9.11,,,10.0,Kingsford,,B07TK54VJH (Kingsford - Stainless Steel Smoker Box),[],True,False,True,False,Grilling Tools,371.0,B07TK54VJH,2025-09-07,,,,,
In Stock,ACTIVE,0.161,82.0,9.11,9.0,56.0,5.0,0.0,True,,4.6,553.0,9.11,,,9.0,Kingsford,,B07TK54VJH (Kingsford - Stainless Steel Smoker Box),[],True,False,True,False,Grilling Tools,379.0,B07TK54VJH,2025-09-06,,,,,
Not Buyable,ACTIVE,0.185,46.0,9.11,5.0,27.0,5.0,0.0,True,,4.6,552.0,,,,9.0,Kingsford,,B07TK54VJH (Kingsford - Stainless Steel Smoker Box),[],False,False,True,False,Grilling Tools,383.0,B07TK54VJH,2025-09-05,,,,,
In Stock,ACTIVE,0.189,64.0,9.11,7.0,37.0,5.0,0.0,True,,4.6,550.0,9.11,,,13.0,Kingsford,,B07TK54VJH (Kingsford - Stainless Steel Smoker Box),[],True,False,True,False,Grilling Tools,388.0,B07TK54VJH,2025-09-04,,,,,
In Stock,ACTIVE,0.173,82.0,9.11,9.0,52.0,5.0,0.0,True,,4.6,549.0,9.11,,,10.0,Kingsford,,B07TK54VJH (Kingsford - Stainless Steel Smoker Box),[],True,False,True,False,Grilling Tools,397.0,B07TK54VJH,2025-09-03,,,,,
In Stock,ACTIVE,0.018,9.0,9.11,1.0,56.0,5.0,0.0,True,,4.6,549.0,9.11,,,9.0,Kingsford,,B07TK54VJH (Kingsford - Stainless Steel Smoker Box),[],True,False,True,False,Grilling Tools,412.0,B07TK54VJH,2025-09-02,,,,,
In Stock,ACTIVE,0.197,109.0,9.11,12.0,61.0,5.0,0.0,True,,4.6,548.0,9.11,,,8.0,Kingsford,,B07TK54VJH (Kingsford - Stainless Steel Smoker Box),[],True,False,True,False,Grilling Tools,417.0,B07TK54VJH,2025-09-01,,,,,
In Stock,ACTIVE,0.155,100.0,9.11,11.0,71.0,5.0,0.0,True,,4.6,546.0,9.11,,,9.0,Kingsford,,B07TK54VJH (Kingsford - Stainless Steel Smoker Box),[],True,False,True,False,Grilling Tools,423.0,B07TK54VJH,2025-08-31,,,,,
In Stock,ACTIVE,0.236,118.0,9.11,13.0,55.0,5.0,0.0,True,,4.6,545.0,9.11,,,7.0,Kingsford,,B07TK54VJH (Kingsford - Stainless Steel Smoker Box),[],True,False,True,False,Grilling Tools,433.0,B07TK54VJH,2025-08-30,,,,,
In Stock,ACTIVE,0.173,82.0,9.11,9.0,52.0,5.0,0.0,True,,4.6,544.0,9.11,,,8.0,Kingsford,,B07TK54VJH (Kingsford - Stainless Steel Smoker Box),[],True,False,True,False,Grilling Tools,444.0,B07TK54VJH,2025-08-29,,,,,
In Stock,ACTIVE,0.229,100.0,9.11,11.0,48.0,5.0,0.0,True,,4.6,544.0,9.11,,,12.0,Kingsford,,B07TK54VJH (Kingsford - Stainless Steel Smoker Box),[],True,False,True,False,Grilling Tools,452.0,B07TK54VJH,2025-08-28,,,,,
In Stock,ACTIVE,0.238,137.0,9.11,15.0,63.0,5.0,0.0,True,,4.6,544.0,9.11,,,11.0,Kingsford,,B07TK54VJH (Kingsford - Stainless Steel Smoker Box),[],True,False,True,False,Grilling Tools,460.0,B07TK54VJH,2025-08-27,,,,,
In Stock,ACTIVE,0.15,55.0,9.11,6.0,40.0,5.0,0.0,True,,4.6,544.0,9.11,,,9.0,Kingsford,,B07TK54VJH (Kingsford - Stainless Steel Smoker Box),[],True,False,True,False,Grilling Tools,470.0,B07TK54VJH,2025-08-26,,,,,
In Stock,ACTIVE,0.08800000000000001,46.0,9.11,5.0,57.0,5.0,0.0,True,,4.6,543.0,9.11,,,8.0,Kingsford,,B07TK54VJH (Kingsford - Stainless Steel Smoker Box),[],True,False,True,False,Grilling Tools,475.0,B07TK54VJH,2025-08-25,,,,,
In Stock,ACTIVE,0.095,91.0,9.11,10.0,105.0,5.0,0.0,True,,4.6,541.0,9.11,,,11.0,Kingsford,,B07TK54VJH (Kingsford - Stainless Steel Smoker Box),[],True,False,True,False,Grilling Tools,482.0,B07TK54VJH,2025-08-24,,,,,
In Stock,ACTIVE,0.183,118.0,9.11,13.0,71.0,5.0,0.0,True,,4.6,540.0,9.11,,,10.0,Kingsford,,B07TK54VJH (Kingsford - Stainless Steel Smoker Box),[],True,False,True,False,Grilling Tools,503.0,B07TK54VJH,2025-08-23,,,,,
In Stock,ACTIVE,0.151,73.0,9.11,8.0,53.0,5.0,0.0,True,,4.6,539.0,9.11,,,9.0,Kingsford,,B07TK54VJH (Kingsford - Stainless Steel Smoker Box),[],True,False,True,False,Grilling Tools,509.0,B07TK54VJH,2025-08-22,,,,,
In Stock,ACTIVE,0.104,46.0,9.11,5.0,48.0,5.0,0.0,True,,4.6,539.0,9.11,,,8.0,Kingsford,,B07TK54VJH (Kingsford - Stainless Steel Smoker Box),[],True,False,True,False,Grilling Tools,517.0,B07TK54VJH,2025-08-21,,,,,
In Stock,ACTIVE,0.143,91.0,9.11,10.0,70.0,5.0,0.0,True,,4.6,536.0,9.11,,,8.0,Kingsford,,B07TK54VJH (Kingsford - Stainless Steel Smoker Box),[],True,False,True,False,Grilling Tools,520.0,B07TK54VJH,2025-08-20,,,,,
In Stock,ACTIVE,0.13,55.0,9.11,6.0,46.0,5.0,0.0,True,,4.6,536.0,9.11,,,7.0,Kingsford,,B07TK54VJH (Kingsford - Stainless Steel Smoker Box),[],True,False,True,False,Grilling Tools,526.0,B07TK54VJH,2025-08-19,,,,,
In Stock,ACTIVE,0.14,73.0,9.11,8.0,57.0,5.0,0.0,True,,4.6,536.0,9.11,,,7.0,Kingsford,,B07TK54VJH (Kingsford - Stainless Steel Smoker Box),[],True,False,True,False,Grilling Tools,534.0,B07TK54VJH,2025-08-18,,,,,
In Stock,ACTIVE,0.164,91.0,9.11,10.0,61.0,5.0,0.0,True,,4.6,536.0,9.11,,,6.0,Kingsford,,B07TK54VJH (Kingsford - Stainless Steel Smoker Box),[],True,False,True,False,Grilling Tools,546.0,B07TK54VJH,2025-08-17,,,,,
