ASIN Buyability Flag,asin_status,CVR%,revenue,asp,units,gv,Images #,Videos #,Has A+ Content,Buybox Winner,Average Rating,Number of Ratings,bb_price,Ad CTR%,Ad CVR%,bsr,brand,Ad CPC$,ASIN (Description),Update Type,Sold By Amazon,Has Coupon?,Has Store Link?,In Stock Today?,category,Sellable On Hand Units,asin,date,Ad Cost,Ad Sales,Ad Clicks,Ad Impressions,Ad Conversions
In Stock,ACTIVE,0.0,0.0,,0.0,5.0,6.0,0.0,False,,5.0,1.0,11.99,,,61.0,Burt's Bees,,"B0GD91M5SC (Burt's Bees Manuka Honey Toothpaste for Puppies, Peppermint)",[],True,True,True,True,Dog Dental Care,339.0,B0GD91M5SC,2026-03-27,,,,,
In Stock,ACTIVE,0.333,12.0,11.99,1.0,3.0,6.0,0.0,False,,5.0,1.0,11.99,0.0,,72.0,Burt's Bees,,"B0GD91M5SC (Burt's Bees Manuka Honey Toothpaste for Puppies, Peppermint)",[],True,True,True,True,Dog Dental Care,352.0,B0GD91M5SC,2026-03-26,0.0,0.0,0.0,2.0,0.0
In Stock,ACTIVE,0.0,,,,5.0,6.0,0.0,False,,5.0,1.0,11.99,,,72.0,Burt's Bees,,"B0GD91M5SC (Burt's Bees Manuka Honey Toothpaste for Puppies, Peppermint)",[],True,True,True,True,Dog Dental Care,306.0,B0GD91M5SC,2026-03-25,0.0,0.0,0.0,0.0,0.0
In Stock,ACTIVE,0.2,12.0,11.99,1.0,5.0,6.0,0.0,False,,5.0,1.0,11.99,,,63.0,Burt's Bees,,"B0GD91M5SC (Burt's Bees Manuka Honey Toothpaste for Puppies, Peppermint)",[],True,True,True,True,Dog Dental Care,279.0,B0GD91M5SC,2026-03-24,,,,,
In Stock,ACTIVE,,0.0,,0.0,,6.0,0.0,False,,5.0,1.0,11.99,,,64.0,Burt's Bees,,"B0GD91M5SC (Burt's Bees Manuka Honey Toothpaste for Puppies, Peppermint)",[],True,True,True,True,Dog Dental Care,299.0,B0GD91M5SC,2026-03-23,,,,,
In Stock,ACTIVE,0.2,12.0,11.99,1.0,5.0,6.0,0.0,False,,5.0,1.0,11.99,,,63.0,Burt's Bees,,"B0GD91M5SC (Burt's Bees Manuka Honey Toothpaste for Puppies, Peppermint)",[],True,True,True,True,Dog Dental Care,298.0,B0GD91M5SC,2026-03-22,,,,,
In Stock,ACTIVE,0.333,12.0,11.99,1.0,3.0,6.0,0.0,False,,5.0,1.0,11.99,,,65.0,Burt's Bees,,"B0GD91M5SC (Burt's Bees Manuka Honey Toothpaste for Puppies, Peppermint)",[],True,True,True,True,Dog Dental Care,246.0,B0GD91M5SC,2026-03-21,,,,,
In Stock,ACTIVE,0.25,12.0,11.99,1.0,4.0,6.0,0.0,False,,5.0,1.0,11.99,,,65.0,Burt's Bees,,"B0GD91M5SC (Burt's Bees Manuka Honey Toothpaste for Puppies, Peppermint)",[],True,True,True,True,Dog Dental Care,241.0,B0GD91M5SC,2026-03-20,,,,,
In Stock,ACTIVE,0.0,0.0,,0.0,6.0,6.0,0.0,False,,5.0,1.0,11.99,,,63.0,Burt's Bees,,"B0GD91M5SC (Burt's Bees Manuka Honey Toothpaste for Puppies, Peppermint)",[],True,True,True,True,Dog Dental Care,238.0,B0GD91M5SC,2026-03-19,,,,,
In Stock,ACTIVE,0.0,,,,5.0,6.0,0.0,False,,5.0,1.0,11.99,,,69.0,Burt's Bees,,"B0GD91M5SC (Burt's Bees Manuka Honey Toothpaste for Puppies, Peppermint)",[],True,True,True,True,Dog Dental Care,224.0,B0GD91M5SC,2026-03-18,,,,,
