ASIN Buyability Flag,asin_status,CVR%,revenue,asp,units,gv,Images #,Videos #,Has A+ Content,Buybox Winner,Average Rating,Number of Ratings,bb_price,Ad CTR%,Ad CVR%,bsr,brand,Ad CPC$,ASIN (Description),Update Type,Sold By Amazon,Has Coupon?,Has Store Link?,In Stock Today?,category,Sellable On Hand Units,asin,date,Ad Cost,Ad Sales,Ad Clicks,Ad Impressions,Ad Conversions
In Stock,ACTIVE,,,,,,4.0,0.0,False,,5.0,2.0,25.8,,,608.0,Glad,,B0FRN91XNX (Glad - 12oz Paper Snack Bowls w/o lid - 20ct - Semiellipse Abstract & *** 6 Pc Multi-Pk ***),[],True,False,True,True,Disposable Tabletop,14.0,B0FRN91XNX,2026-02-07,,,,,
In Stock,ACTIVE,,,,,,4.0,0.0,False,,5.0,2.0,25.8,,,676.0,Glad,,B0FRN91XNX (Glad - 12oz Paper Snack Bowls w/o lid - 20ct - Semiellipse Abstract & *** 6 Pc Multi-Pk ***),[],True,False,True,True,Disposable Tabletop,14.0,B0FRN91XNX,2026-02-06,,,,,
In Stock,ACTIVE,,,,,,4.0,0.0,False,,5.0,2.0,25.94,,,817.0,Glad,,B0FRN91XNX (Glad - 12oz Paper Snack Bowls w/o lid - 20ct - Semiellipse Abstract & *** 6 Pc Multi-Pk ***),[],True,False,True,True,Disposable Tabletop,14.0,B0FRN91XNX,2026-02-05,,,,,
In Stock,ACTIVE,,,,,,4.0,0.0,False,,5.0,2.0,25.94,,,646.0,Glad,,B0FRN91XNX (Glad - 12oz Paper Snack Bowls w/o lid - 20ct - Semiellipse Abstract & *** 6 Pc Multi-Pk ***),[],True,False,True,True,Disposable Tabletop,14.0,B0FRN91XNX,2026-02-04,,,,,
In Stock,ACTIVE,0.0,,,,1.0,4.0,0.0,False,,5.0,2.0,25.94,,,800.0,Glad,,B0FRN91XNX (Glad - 12oz Paper Snack Bowls w/o lid - 20ct - Semiellipse Abstract & *** 6 Pc Multi-Pk ***),[],True,False,True,True,Disposable Tabletop,14.0,B0FRN91XNX,2026-02-03,,,,,
In Stock,ACTIVE,,,,,,4.0,0.0,False,,5.0,2.0,25.94,,,943.0,Glad,,B0FRN91XNX (Glad - 12oz Paper Snack Bowls w/o lid - 20ct - Semiellipse Abstract & *** 6 Pc Multi-Pk ***),[],True,False,True,True,Disposable Tabletop,14.0,B0FRN91XNX,2026-02-02,,,,,
In Stock,ACTIVE,,,,,,12.0,0.0,False,,5.0,2.0,25.94,,,792.0,Glad,,B0FRN91XNX (Glad - 12oz Paper Snack Bowls w/o lid - 20ct - Semiellipse Abstract & *** 6 Pc Multi-Pk ***),[],True,False,True,True,Disposable Tabletop,14.0,B0FRN91XNX,2026-02-01,,,,,
In Stock,ACTIVE,,,,,,4.0,0.0,False,,5.0,2.0,25.94,,,637.0,Glad,,B0FRN91XNX (Glad - 12oz Paper Snack Bowls w/o lid - 20ct - Semiellipse Abstract & *** 6 Pc Multi-Pk ***),[],True,False,True,True,Disposable Tabletop,14.0,B0FRN91XNX,2026-01-31,,,,,
In Stock,ACTIVE,,,,,,4.0,0.0,False,,5.0,2.0,25.94,,,597.0,Glad,,B0FRN91XNX (Glad - 12oz Paper Snack Bowls w/o lid - 20ct - Semiellipse Abstract & *** 6 Pc Multi-Pk ***),[],True,False,True,True,Disposable Tabletop,14.0,B0FRN91XNX,2026-01-30,,,,,
In Stock,ACTIVE,,,,,,4.0,0.0,False,,5.0,2.0,25.94,,,725.0,Glad,,B0FRN91XNX (Glad - 12oz Paper Snack Bowls w/o lid - 20ct - Semiellipse Abstract & *** 6 Pc Multi-Pk ***),[],True,False,True,True,Disposable Tabletop,14.0,B0FRN91XNX,2026-01-29,,,,,
In Stock,ACTIVE,,,,,,4.0,0.0,False,,5.0,2.0,25.94,,,749.0,Glad,,B0FRN91XNX (Glad - 12oz Paper Snack Bowls w/o lid - 20ct - Semiellipse Abstract & *** 6 Pc Multi-Pk ***),[],True,False,True,True,Disposable Tabletop,14.0,B0FRN91XNX,2026-01-28,,,,,
In Stock,ACTIVE,,,,,,4.0,0.0,False,,5.0,2.0,25.94,,,894.0,Glad,,B0FRN91XNX (Glad - 12oz Paper Snack Bowls w/o lid - 20ct - Semiellipse Abstract & *** 6 Pc Multi-Pk ***),[],True,False,True,True,Disposable Tabletop,14.0,B0FRN91XNX,2026-01-27,,,,,
In Stock,ACTIVE,,,,,,4.0,0.0,False,,5.0,2.0,25.94,,,741.0,Glad,,B0FRN91XNX (Glad - 12oz Paper Snack Bowls w/o lid - 20ct - Semiellipse Abstract & *** 6 Pc Multi-Pk ***),[],True,False,True,True,Disposable Tabletop,14.0,B0FRN91XNX,2026-01-26,,,,,
In Stock,ACTIVE,0.0,,,,1.0,4.0,0.0,False,,5.0,2.0,25.94,,,623.0,Glad,,B0FRN91XNX (Glad - 12oz Paper Snack Bowls w/o lid - 20ct - Semiellipse Abstract & *** 6 Pc Multi-Pk ***),[],True,False,True,True,Disposable Tabletop,14.0,B0FRN91XNX,2026-01-25,,,,,
In Stock,ACTIVE,,,,,,4.0,0.0,False,,5.0,2.0,25.7,,,637.0,Glad,,B0FRN91XNX (Glad - 12oz Paper Snack Bowls w/o lid - 20ct - Semiellipse Abstract & *** 6 Pc Multi-Pk ***),[],True,False,True,True,Disposable Tabletop,14.0,B0FRN91XNX,2026-01-24,,,,,
In Stock,ACTIVE,,,,,,4.0,0.0,False,,5.0,2.0,25.7,,,607.0,Glad,,B0FRN91XNX (Glad - 12oz Paper Snack Bowls w/o lid - 20ct - Semiellipse Abstract & *** 6 Pc Multi-Pk ***),[],True,False,True,True,Disposable Tabletop,14.0,B0FRN91XNX,2026-01-23,,,,,
In Stock,ACTIVE,,,,,,4.0,0.0,False,,5.0,2.0,25.7,,,765.0,Glad,,B0FRN91XNX (Glad - 12oz Paper Snack Bowls w/o lid - 20ct - Semiellipse Abstract & *** 6 Pc Multi-Pk ***),[],True,False,True,True,Disposable Tabletop,14.0,B0FRN91XNX,2026-01-22,,,,,
In Stock,ACTIVE,0.0,,,,1.0,4.0,0.0,False,,5.0,2.0,25.64,,,593.0,Glad,,B0FRN91XNX (Glad - 12oz Paper Snack Bowls w/o lid - 20ct - Semiellipse Abstract & *** 6 Pc Multi-Pk ***),[],True,False,True,True,Disposable Tabletop,14.0,B0FRN91XNX,2026-01-21,,,,,
In Stock,ACTIVE,,,,,,4.0,0.0,False,,5.0,2.0,25.64,,,712.0,Glad,,B0FRN91XNX (Glad - 12oz Paper Snack Bowls w/o lid - 20ct - Semiellipse Abstract & *** 6 Pc Multi-Pk ***),[],True,False,True,True,Disposable Tabletop,14.0,B0FRN91XNX,2026-01-20,,,,,
In Stock,ACTIVE,,,,,,4.0,0.0,False,,5.0,2.0,25.52,,,544.0,Glad,,B0FRN91XNX (Glad - 12oz Paper Snack Bowls w/o lid - 20ct - Semiellipse Abstract & *** 6 Pc Multi-Pk ***),[],True,False,True,True,Disposable Tabletop,13.0,B0FRN91XNX,2026-01-19,,,,,
In Stock,ACTIVE,,,,,,4.0,0.0,False,,5.0,2.0,25.52,,,631.0,Glad,,B0FRN91XNX (Glad - 12oz Paper Snack Bowls w/o lid - 20ct - Semiellipse Abstract & *** 6 Pc Multi-Pk ***),[],True,False,True,True,Disposable Tabletop,13.0,B0FRN91XNX,2026-01-18,,,,,
In Stock,ACTIVE,0.0,,,,1.0,4.0,0.0,False,,5.0,2.0,25.52,,,597.0,Glad,,B0FRN91XNX (Glad - 12oz Paper Snack Bowls w/o lid - 20ct - Semiellipse Abstract & *** 6 Pc Multi-Pk ***),[],True,False,True,True,Disposable Tabletop,13.0,B0FRN91XNX,2026-01-17,,,,,
