ASIN Buyability Flag,asin_status,CVR%,revenue,asp,units,gv,Images #,Videos #,Has A+ Content,Buybox Winner,Average Rating,Number of Ratings,bb_price,Ad CTR%,Ad CVR%,bsr,brand,Ad CPC$,ASIN (Description),Update Type,Sold By Amazon,Has Coupon?,Has Store Link?,In Stock Today?,category,Sellable On Hand Units,asin,date,Ad Cost,Ad Sales,Ad Clicks,Ad Impressions,Ad Conversions
In Stock,ACTIVE,0.667,119.0,29.85,4.0,6.0,6.0,0.0,False,,3.8,13.0,29.99,,,2688.0,Glad,,"B0F356PBT1 (Glad - 16oz Hot Coffee Cups w/Lids, 50ct - Java Mocha)",[],True,False,True,True,Disposable Tabletop,139.0,B0F356PBT1,2026-02-25,,,,,
In Stock,ACTIVE,0.2,30.0,29.99,1.0,5.0,6.0,0.0,False,,3.8,13.0,29.99,,,2380.0,Glad,,"B0F356PBT1 (Glad - 16oz Hot Coffee Cups w/Lids, 50ct - Java Mocha)",[],True,False,True,True,Disposable Tabletop,134.0,B0F356PBT1,2026-02-24,,,,,
In Stock,ACTIVE,0.0,,,,4.0,6.0,0.0,False,,3.8,13.0,29.99,,,3919.0,Glad,,"B0F356PBT1 (Glad - 16oz Hot Coffee Cups w/Lids, 50ct - Java Mocha)",[],True,False,True,True,Disposable Tabletop,133.0,B0F356PBT1,2026-02-23,,,,,
In Stock,ACTIVE,0.0,,,,8.0,6.0,0.0,False,,3.8,13.0,29.99,,,3550.0,Glad,,"B0F356PBT1 (Glad - 16oz Hot Coffee Cups w/Lids, 50ct - Java Mocha)",[],True,False,True,True,Disposable Tabletop,133.0,B0F356PBT1,2026-02-22,,,,,
In Stock,ACTIVE,0.0,0.0,,0.0,5.0,6.0,0.0,False,,3.8,13.0,29.99,,,2987.0,Glad,,"B0F356PBT1 (Glad - 16oz Hot Coffee Cups w/Lids, 50ct - Java Mocha)",[],True,False,True,True,Disposable Tabletop,133.0,B0F356PBT1,2026-02-21,,,,,
In Stock,ACTIVE,0.0,,,,4.0,6.0,0.0,False,,3.8,13.0,29.99,,,3027.0,Glad,,"B0F356PBT1 (Glad - 16oz Hot Coffee Cups w/Lids, 50ct - Java Mocha)",[],True,False,True,True,Disposable Tabletop,133.0,B0F356PBT1,2026-02-20,,,,,
In Stock,ACTIVE,0.0,,,,5.0,6.0,0.0,False,,3.8,13.0,29.99,,,3032.0,Glad,,"B0F356PBT1 (Glad - 16oz Hot Coffee Cups w/Lids, 50ct - Java Mocha)",[],True,False,True,True,Disposable Tabletop,133.0,B0F356PBT1,2026-02-19,,,,,
In Stock,ACTIVE,0.0,,,,7.0,6.0,0.0,False,,3.8,13.0,29.99,,,2368.0,Glad,,"B0F356PBT1 (Glad - 16oz Hot Coffee Cups w/Lids, 50ct - Java Mocha)",[],True,False,True,True,Disposable Tabletop,128.0,B0F356PBT1,2026-02-18,,,,,
In Stock,ACTIVE,,0.0,,0.0,,6.0,0.0,False,,3.8,13.0,29.99,,,2436.0,Glad,,"B0F356PBT1 (Glad - 16oz Hot Coffee Cups w/Lids, 50ct - Java Mocha)",[],True,False,True,True,Disposable Tabletop,135.0,B0F356PBT1,2026-02-17,,,,,
In Stock,ACTIVE,0.143,30.0,29.99,1.0,7.0,6.0,0.0,False,,3.8,13.0,29.99,,,2919.0,Glad,,"B0F356PBT1 (Glad - 16oz Hot Coffee Cups w/Lids, 50ct - Java Mocha)",[],True,False,True,True,Disposable Tabletop,135.0,B0F356PBT1,2026-02-16,,,,,
