ASIN Buyability Flag,asin_status,CVR%,revenue,asp,units,gv,Images #,Videos #,Has A+ Content,Buybox Winner,Average Rating,Number of Ratings,bb_price,Ad CTR%,Ad CVR%,bsr,brand,Ad CPC$,ASIN (Description),Update Type,Sold By Amazon,Has Coupon?,Has Store Link?,In Stock Today?,category,Sellable On Hand Units,asin,date,Ad Cost,Ad Sales,Ad Clicks,Ad Impressions,Ad Conversions
In Stock,FD,,,,,,8.0,0.0,True,,4.6,318.0,245.69,,,405.0,Clorox Pro,,B08YRZ3M66 (Clorox Healthcare - AloeGuard Antimicrobial Hand Soap Refill - Bag in a box - 27oz (800ml) - 12 PACK),[],True,False,True,False,Pro Hand Care,42.0,B08YRZ3M66,2026-01-17,,,,,
Short Term OOS,FD,0.0,,,,1.0,8.0,0.0,True,,4.6,318.0,,,,360.0,Clorox Pro,,B08YRZ3M66 (Clorox Healthcare - AloeGuard Antimicrobial Hand Soap Refill - Bag in a box - 27oz (800ml) - 12 PACK),[],False,False,True,False,Pro Hand Care,42.0,B08YRZ3M66,2026-01-16,,,,,
Short Term OOS,FD,,,,,,8.0,0.0,True,,4.6,318.0,,,,340.0,Clorox Pro,,B08YRZ3M66 (Clorox Healthcare - AloeGuard Antimicrobial Hand Soap Refill - Bag in a box - 27oz (800ml) - 12 PACK),[],False,False,True,False,Pro Hand Care,42.0,B08YRZ3M66,2026-01-15,,,,,
Short Term OOS,FD,,,,,,8.0,0.0,True,,4.6,317.0,,,,375.0,Clorox Pro,,B08YRZ3M66 (Clorox Healthcare - AloeGuard Antimicrobial Hand Soap Refill - Bag in a box - 27oz (800ml) - 12 PACK),[],False,False,False,False,Pro Hand Care,42.0,B08YRZ3M66,2026-01-14,,,,,
Short Term OOS,FD,,,,,,8.0,0.0,True,,4.6,317.0,,,,352.0,Clorox Pro,,B08YRZ3M66 (Clorox Healthcare - AloeGuard Antimicrobial Hand Soap Refill - Bag in a box - 27oz (800ml) - 12 PACK),[],False,False,False,False,Pro Hand Care,42.0,B08YRZ3M66,2026-01-13,,,,,
Short Term OOS,ACTIVE,,,,,,8.0,0.0,True,,4.6,316.0,,,,346.0,Clorox Pro,,B08YRZ3M66 (Clorox Healthcare - AloeGuard Antimicrobial Hand Soap Refill - Bag in a box - 27oz (800ml) - 12 PACK),[],False,False,False,False,Pro Hand Care,42.0,B08YRZ3M66,2026-01-12,,,,,
Short Term OOS,ACTIVE,,,,,,8.0,0.0,True,,4.6,316.0,,,,410.0,Clorox Pro,,B08YRZ3M66 (Clorox Healthcare - AloeGuard Antimicrobial Hand Soap Refill - Bag in a box - 27oz (800ml) - 12 PACK),[],False,False,False,False,Pro Hand Care,42.0,B08YRZ3M66,2026-01-11,,,,,
Short Term OOS,ACTIVE,,,,,,8.0,0.0,True,,4.6,316.0,,,,499.0,Clorox Pro,,B08YRZ3M66 (Clorox Healthcare - AloeGuard Antimicrobial Hand Soap Refill - Bag in a box - 27oz (800ml) - 12 PACK),[],False,False,False,False,Pro Hand Care,42.0,B08YRZ3M66,2026-01-10,,,,,
Not Buyable,ACTIVE,,,,,,8.0,0.0,True,,4.6,316.0,,,,567.0,Clorox Pro,,B08YRZ3M66 (Clorox Healthcare - AloeGuard Antimicrobial Hand Soap Refill - Bag in a box - 27oz (800ml) - 12 PACK),[],False,False,False,False,Pro Hand Care,42.0,B08YRZ3M66,2026-01-09,,,,,
Not Buyable,ACTIVE,,,,,,9.0,0.0,True,,4.6,316.0,,,,481.0,Clorox Pro,,B08YRZ3M66 (Clorox Healthcare - AloeGuard Antimicrobial Hand Soap Refill - Bag in a box - 27oz (800ml) - 12 PACK),[],False,False,False,False,Pro Hand Care,42.0,B08YRZ3M66,2026-01-08,,,,,
