ASIN Buyability Flag,asin_status,CVR%,revenue,asp,units,gv,Images #,Videos #,Has A+ Content,Buybox Winner,Average Rating,Number of Ratings,bb_price,Ad CTR%,Ad CVR%,bsr,brand,Ad CPC$,ASIN (Description),Update Type,Sold By Amazon,Has Coupon?,Has Store Link?,In Stock Today?,category,Sellable On Hand Units,asin,date,Ad Cost,Ad Sales,Ad Clicks,Ad Impressions,Ad Conversions
In Stock,ACTIVE,,61.0,5.5,11.0,,7.0,0.0,True,,4.6,2469.0,5.5,,,129.0,Glad,,"B07HJ23YJP (Glad - 12oz Paper Bowls, 20ct - Purple Victorian (French/English))",[],True,False,True,False,Disposable Tabletop,,B07HJ23YJP,2026-05-14,,,,,
In Stock,ACTIVE,,145.0,5.18,28.0,,7.0,0.0,True,,4.6,2469.0,4.99,,,142.0,Glad,,"B07HJ23YJP (Glad - 12oz Paper Bowls, 20ct - Purple Victorian (French/English))",[],True,False,True,False,Disposable Tabletop,,B07HJ23YJP,2026-05-13,,,,,
In Stock,ACTIVE,,89.0,4.92,18.0,,7.0,0.0,True,,4.6,2469.0,4.99,,,150.0,Glad,,"B07HJ23YJP (Glad - 12oz Paper Bowls, 20ct - Purple Victorian (French/English))",[],True,False,True,False,Disposable Tabletop,,B07HJ23YJP,2026-05-12,,,,,
In Stock,ACTIVE,0.5479999999999999,95.0,5.6,17.0,31.0,7.0,0.0,True,,4.6,2472.0,5.59,,,129.0,Glad,,"B07HJ23YJP (Glad - 12oz Paper Bowls, 20ct - Purple Victorian (French/English))",[],True,False,True,False,Disposable Tabletop,1838.0,B07HJ23YJP,2026-05-11,,,,,
In Stock,ACTIVE,0.229,45.0,5.58,8.0,35.0,7.0,0.0,True,,4.6,2471.0,5.55,,,135.0,Glad,,"B07HJ23YJP (Glad - 12oz Paper Bowls, 20ct - Purple Victorian (French/English))",[],True,False,True,False,Disposable Tabletop,1852.0,B07HJ23YJP,2026-05-10,,,,,
Not Buyable,ACTIVE,0.621,100.0,5.55,18.0,29.0,,,False,,,,,,,144.0,Glad,,"B07HJ23YJP (Glad - 12oz Paper Bowls, 20ct - Purple Victorian (French/English))",[],False,False,False,False,Disposable Tabletop,1851.0,B07HJ23YJP,2026-05-09,,,,,
In Stock,ACTIVE,0.306,77.0,5.14,15.0,49.0,7.0,0.0,True,,4.6,2470.0,5.56,,,131.0,Glad,,"B07HJ23YJP (Glad - 12oz Paper Bowls, 20ct - Purple Victorian (French/English))",[],True,False,True,False,Disposable Tabletop,1864.0,B07HJ23YJP,2026-05-08,,,,,
In Stock,ACTIVE,0.098,22.0,5.56,4.0,41.0,7.0,0.0,True,,4.6,2470.0,5.57,,,129.0,Glad,,"B07HJ23YJP (Glad - 12oz Paper Bowls, 20ct - Purple Victorian (French/English))",[],True,False,True,False,Disposable Tabletop,1872.0,B07HJ23YJP,2026-05-07,,,,,
In Stock,ACTIVE,0.197,66.0,5.52,12.0,61.0,7.0,0.0,True,,4.6,2470.0,5.59,,,126.0,Glad,,"B07HJ23YJP (Glad - 12oz Paper Bowls, 20ct - Purple Victorian (French/English))",[],True,False,True,False,Disposable Tabletop,1850.0,B07HJ23YJP,2026-05-06,,,,,
In Stock,ACTIVE,0.22,73.0,5.59,13.0,59.0,7.0,0.0,True,,4.6,2469.0,5.61,,,132.0,Glad,,"B07HJ23YJP (Glad - 12oz Paper Bowls, 20ct - Purple Victorian (French/English))",[],True,False,True,False,Disposable Tabletop,1833.0,B07HJ23YJP,2026-05-05,,,,,
In Stock,ACTIVE,0.4379999999999999,118.0,5.61,21.0,48.0,7.0,0.0,True,,4.6,2468.0,5.61,,,165.0,Glad,,"B07HJ23YJP (Glad - 12oz Paper Bowls, 20ct - Purple Victorian (French/English))",[],True,False,True,False,Disposable Tabletop,1839.0,B07HJ23YJP,2026-05-04,,,,,
In Stock,ACTIVE,0.244,62.0,5.61,11.0,45.0,7.0,0.0,True,,4.6,2468.0,5.6,,,142.0,Glad,,"B07HJ23YJP (Glad - 12oz Paper Bowls, 20ct - Purple Victorian (French/English))",[],True,False,True,False,Disposable Tabletop,1914.0,B07HJ23YJP,2026-05-03,,,,,
In Stock,ACTIVE,0.068,17.0,5.63,3.0,44.0,7.0,0.0,True,,4.6,2468.0,5.6,,,172.0,Glad,,"B07HJ23YJP (Glad - 12oz Paper Bowls, 20ct - Purple Victorian (French/English))",[],True,False,True,False,Disposable Tabletop,1831.0,B07HJ23YJP,2026-05-02,,,,,
In Stock,ACTIVE,0.341,78.0,5.59,14.0,41.0,7.0,0.0,True,,4.6,2469.0,5.52,,,152.0,Glad,,"B07HJ23YJP (Glad - 12oz Paper Bowls, 20ct - Purple Victorian (French/English))",[],True,False,True,False,Disposable Tabletop,1792.0,B07HJ23YJP,2026-05-01,,,,,
In Stock,ACTIVE,0.065,16.0,5.47,3.0,46.0,7.0,0.0,True,,4.6,2469.0,5.52,,,160.0,Glad,,"B07HJ23YJP (Glad - 12oz Paper Bowls, 20ct - Purple Victorian (French/English))",[],True,False,True,False,Disposable Tabletop,1862.0,B07HJ23YJP,2026-04-30,,,,,
In Stock,ACTIVE,0.132,38.0,5.47,7.0,53.0,7.0,0.0,True,,4.6,2468.0,5.58,,,128.0,Glad,,"B07HJ23YJP (Glad - 12oz Paper Bowls, 20ct - Purple Victorian (French/English))",[],True,False,True,False,Disposable Tabletop,1749.0,B07HJ23YJP,2026-04-29,,,,,
In Stock,ACTIVE,0.16,45.0,5.58,8.0,50.0,7.0,0.0,True,,4.6,2468.0,5.57,,,135.0,Glad,,"B07HJ23YJP (Glad - 12oz Paper Bowls, 20ct - Purple Victorian (French/English))",[],True,False,True,False,Disposable Tabletop,1755.0,B07HJ23YJP,2026-04-28,,,,,
In Stock,ACTIVE,0.196,56.0,5.57,10.0,51.0,7.0,0.0,True,,4.6,2467.0,5.58,,,121.0,Glad,,"B07HJ23YJP (Glad - 12oz Paper Bowls, 20ct - Purple Victorian (French/English))",[],True,False,True,False,Disposable Tabletop,1751.0,B07HJ23YJP,2026-04-27,,,,,
