ASIN Buyability Flag,asin_status,CVR%,revenue,asp,units,gv,Images #,Videos #,Has A+ Content,Buybox Winner,Average Rating,Number of Ratings,bb_price,Ad CTR%,Ad CVR%,bsr,brand,Ad CPC$,ASIN (Description),Update Type,Sold By Amazon,Has Coupon?,Has Store Link?,In Stock Today?,category,Sellable On Hand Units,asin,date,Ad Cost,Ad Sales,Ad Clicks,Ad Impressions,Ad Conversions
In Stock,ACTIVE: PROMO,1.0,15.0,15.14,1.0,1.0,6.0,0.0,True,,3.8,13.0,15.14,,,3512.0,Disney,,B0B5BBJ63B (Disney: Halloween Nightmare Before Christmas Sally Costume - Extra Large - PVC Bag + Insert Card),[],True,False,True,True,Costumes,9.0,B0B5BBJ63B,2025-12-15,,,,,
In Stock,ACTIVE: PROMO,0.0,,,,1.0,6.0,0.0,True,,3.8,13.0,16.82,,,3434.0,Disney,,B0B5BBJ63B (Disney: Halloween Nightmare Before Christmas Sally Costume - Extra Large - PVC Bag + Insert Card),[],True,False,True,True,Costumes,9.0,B0B5BBJ63B,2025-12-14,,,,,
In Stock,ACTIVE: PROMO,,,,,,6.0,0.0,True,,3.8,13.0,16.82,,,3319.0,Disney,,B0B5BBJ63B (Disney: Halloween Nightmare Before Christmas Sally Costume - Extra Large - PVC Bag + Insert Card),[],True,False,True,True,Costumes,9.0,B0B5BBJ63B,2025-12-13,,,,,
In Stock,ACTIVE: PROMO,0.0,,,,1.0,6.0,0.0,True,,3.8,13.0,18.9,,,3143.0,Disney,,B0B5BBJ63B (Disney: Halloween Nightmare Before Christmas Sally Costume - Extra Large - PVC Bag + Insert Card),[],True,False,True,True,Costumes,8.0,B0B5BBJ63B,2025-12-12,,,,,
In Stock,ACTIVE: PROMO,,,,,,6.0,0.0,True,,3.8,13.0,18.88,,,2853.0,Disney,,B0B5BBJ63B (Disney: Halloween Nightmare Before Christmas Sally Costume - Extra Large - PVC Bag + Insert Card),[],True,False,True,True,Costumes,8.0,B0B5BBJ63B,2025-12-11,,,,,
In Stock,ACTIVE: PROMO,0.0,,,,3.0,6.0,0.0,True,,3.8,13.0,18.88,,,2479.0,Disney,,B0B5BBJ63B (Disney: Halloween Nightmare Before Christmas Sally Costume - Extra Large - PVC Bag + Insert Card),[],True,False,True,True,Costumes,8.0,B0B5BBJ63B,2025-12-10,,,,,
In Stock,ACTIVE: PROMO,0.0,,,,1.0,6.0,0.0,True,,3.8,13.0,18.88,,,2087.0,Disney,,B0B5BBJ63B (Disney: Halloween Nightmare Before Christmas Sally Costume - Extra Large - PVC Bag + Insert Card),[],True,False,True,True,Costumes,8.0,B0B5BBJ63B,2025-12-09,,,,,
In Stock,ACTIVE: PROMO,0.0,,,,4.0,6.0,0.0,True,,3.8,13.0,18.88,,,3600.0,Disney,,B0B5BBJ63B (Disney: Halloween Nightmare Before Christmas Sally Costume - Extra Large - PVC Bag + Insert Card),[],True,False,True,True,Costumes,8.0,B0B5BBJ63B,2025-12-08,,,,,
In Stock,ACTIVE: PROMO,0.0,,,,1.0,6.0,0.0,True,,3.8,13.0,17.0,,,3583.0,Disney,,B0B5BBJ63B (Disney: Halloween Nightmare Before Christmas Sally Costume - Extra Large - PVC Bag + Insert Card),[],True,False,True,True,Costumes,8.0,B0B5BBJ63B,2025-12-07,,,,,
In Stock,ACTIVE: PROMO,,,,,,6.0,0.0,True,,3.8,13.0,17.0,,,3573.0,Disney,,B0B5BBJ63B (Disney: Halloween Nightmare Before Christmas Sally Costume - Extra Large - PVC Bag + Insert Card),[],True,False,True,True,Costumes,8.0,B0B5BBJ63B,2025-12-06,,,,,
In Stock,ACTIVE: PROMO,0.0,,,,3.0,6.0,0.0,True,,3.8,13.0,17.0,,,3564.0,Disney,,B0B5BBJ63B (Disney: Halloween Nightmare Before Christmas Sally Costume - Extra Large - PVC Bag + Insert Card),[],True,False,True,True,Costumes,8.0,B0B5BBJ63B,2025-12-05,,,,,
In Stock,ACTIVE: PROMO,0.0,,,,1.0,6.0,0.0,True,,3.8,13.0,17.0,,,3528.0,Disney,,B0B5BBJ63B (Disney: Halloween Nightmare Before Christmas Sally Costume - Extra Large - PVC Bag + Insert Card),[],True,False,True,True,Costumes,8.0,B0B5BBJ63B,2025-12-04,,,,,
In Stock,ACTIVE: PROMO,,,,,,6.0,0.0,True,,3.9,12.0,17.0,,,3512.0,Disney,,B0B5BBJ63B (Disney: Halloween Nightmare Before Christmas Sally Costume - Extra Large - PVC Bag + Insert Card),[],True,False,True,True,Costumes,8.0,B0B5BBJ63B,2025-12-03,,,,,
