ASIN Buyability Flag,asin_status,CVR%,revenue,asp,units,gv,Images #,Videos #,Has A+ Content,Buybox Winner,Average Rating,Number of Ratings,bb_price,Ad CTR%,Ad CVR%,bsr,brand,Ad CPC$,ASIN (Description),Update Type,Sold By Amazon,Has Coupon?,Has Store Link?,In Stock Today?,category,Sellable On Hand Units,asin,date,Ad Cost,Ad Sales,Ad Clicks,Ad Impressions,Ad Conversions
Short Term OOS,ACTIVE,,,,,,4.0,1.0,False,,4.7,55.0,38.4,,,95337.0,Glad,,B0F9FWD8M2 (Glad - 16oz  Round Paper Bowls - 64ct - Falling Foliage & *** 4 Pc Multi-Pk ***),[],True,False,True,False,Disposable Tabletop,,B0F9FWD8M2,2025-06-03,0.0,0.0,0.0,0.0,0.0
Not Buyable,ACTIVE,,,,,,4.0,1.0,False,,4.7,55.0,38.4,,,88143.0,Glad,,B0F9FWD8M2 (Glad - 16oz  Round Paper Bowls - 64ct - Falling Foliage & *** 4 Pc Multi-Pk ***),[],True,False,True,False,Disposable Tabletop,,B0F9FWD8M2,2025-06-02,,,,,
Not Buyable,ACTIVE,,,,,,4.0,0.0,False,,4.7,55.0,38.4,,,79370.0,Glad,,B0F9FWD8M2 (Glad - 16oz  Round Paper Bowls - 64ct - Falling Foliage & *** 4 Pc Multi-Pk ***),[],True,False,True,False,Disposable Tabletop,,B0F9FWD8M2,2025-06-01,,,,,
Short Term OOS,ACTIVE,0.0,,,,1.0,4.0,1.0,False,,4.7,55.0,38.4,,,67311.0,Glad,,B0F9FWD8M2 (Glad - 16oz  Round Paper Bowls - 64ct - Falling Foliage & *** 4 Pc Multi-Pk ***),[],True,False,True,False,Disposable Tabletop,,B0F9FWD8M2,2025-05-31,0.0,0.0,0.0,0.0,0.0
Not Buyable,ACTIVE,,,,,,4.0,1.0,False,,4.7,55.0,38.4,,,93631.0,Glad,,B0F9FWD8M2 (Glad - 16oz  Round Paper Bowls - 64ct - Falling Foliage & *** 4 Pc Multi-Pk ***),[],True,False,True,False,Disposable Tabletop,,B0F9FWD8M2,2025-05-30,0.0,0.0,0.0,0.0,0.0
Short Term OOS,ACTIVE,,,,,,4.0,1.0,False,,4.7,55.0,38.4,0.0,,86925.0,Glad,,B0F9FWD8M2 (Glad - 16oz  Round Paper Bowls - 64ct - Falling Foliage & *** 4 Pc Multi-Pk ***),[],True,False,True,False,Disposable Tabletop,,B0F9FWD8M2,2025-05-29,0.0,0.0,0.0,10.0,0.0
Long Term OOS,ACTIVE,,,,,,4.0,1.0,False,,4.7,55.0,38.4,0.0,,90542.0,Glad,,B0F9FWD8M2 (Glad - 16oz  Round Paper Bowls - 64ct - Falling Foliage & *** 4 Pc Multi-Pk ***),[],True,False,True,False,Disposable Tabletop,,B0F9FWD8M2,2025-05-28,0.0,0.0,0.0,4.0,0.0
Long Term OOS,ACTIVE,,,,,,4.0,1.0,False,,4.7,55.0,38.4,,,90542.0,Glad,,B0F9FWD8M2 (Glad - 16oz  Round Paper Bowls - 64ct - Falling Foliage & *** 4 Pc Multi-Pk ***),[],True,False,True,False,Disposable Tabletop,,B0F9FWD8M2,2025-05-27,,,,,
Long Term OOS,ACTIVE,,,,,,4.0,1.0,False,,4.7,55.0,38.4,,,84147.0,Glad,,B0F9FWD8M2 (Glad - 16oz  Round Paper Bowls - 64ct - Falling Foliage & *** 4 Pc Multi-Pk ***),[],True,False,True,False,Disposable Tabletop,,B0F9FWD8M2,2025-05-26,0.0,0.0,0.0,0.0,0.0
Long Term OOS,ACTIVE,,,,,,4.0,1.0,False,,4.7,55.0,38.4,,,76641.0,Glad,,B0F9FWD8M2 (Glad - 16oz  Round Paper Bowls - 64ct - Falling Foliage & *** 4 Pc Multi-Pk ***),[],True,False,True,False,Disposable Tabletop,,B0F9FWD8M2,2025-05-25,,,,,
Short Term OOS,ACTIVE,,,,,,4.0,1.0,False,,4.7,55.0,38.4,0.0,,87349.0,Glad,,B0F9FWD8M2 (Glad - 16oz  Round Paper Bowls - 64ct - Falling Foliage & *** 4 Pc Multi-Pk ***),[],True,False,True,False,Disposable Tabletop,,B0F9FWD8M2,2025-05-24,0.0,0.0,0.0,2.0,0.0
Short Term OOS,ACTIVE,,,,,,4.0,1.0,False,,4.7,55.0,38.4,,,81990.0,Glad,,B0F9FWD8M2 (Glad - 16oz  Round Paper Bowls - 64ct - Falling Foliage & *** 4 Pc Multi-Pk ***),[],True,False,False,False,Disposable Tabletop,,B0F9FWD8M2,2025-05-23,,,,,
,,,,,,,,,False,,,,,,,,Glad,,B0F9FWD8M2 (Glad - 16oz  Round Paper Bowls - 64ct - Falling Foliage & *** 4 Pc Multi-Pk ***),[],False,False,False,False,Disposable Tabletop,,B0F9FWD8M2,2025-05-22,,,,,
,,,,,,0.0,,,False,,,,,,,,Glad,,B0F9FWD8M2 (Glad - 16oz  Round Paper Bowls - 64ct - Falling Foliage & *** 4 Pc Multi-Pk ***),[],False,False,False,False,Disposable Tabletop,,B0F9FWD8M2,2025-05-21,,,,,
Short Term OOS,ACTIVE,,,,,,3.0,0.0,True,,4.1,35.0,9.92,0.0,,,Burt's Bees,,"B0F9MVFFV2 (Burt's Bees Manuka Honey Dental Water Additive, Odorless/Tasteless)",[],True,True,True,True,Dog Dental Care,,B0F9MVFFV2,2026-05-15,0.0,0.0,0.0,5.0,0.0
